dates,RPI,DPCERA3M086SBEA,INDPRO,CUMFNS,UNRATE,PAYEMS,CES0600000007,CES0600000008,WPSFD49207,PPICMM,PCEPI,WUXIASHADOWRATE,HOUST,SP500,EXUSUKx,TB6MS,GS1,GS5,GS10,BAA
NaN,5,5,5,1,1,5,1,5,5,5,5,1,4,5,5,1,1,1,1,1
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715570,7.71613343870321,11.292107620368,17.1606276386306,82.4769,5.6,7.40196477574955,40,5.59441572697352,0,14.679082122761,0.821789915385551,2.8,7.39018142822643,30.0745931063098,1.45144094536134,3.13,3.61,3.99,3.99,4.85
715601,7.79294495546416,-4.36736336495329,25.2971390328893,83.9922,5.2,6.92906425141615,40.2,5.56845546780278,0,-7.31709584174158,2.38746659205784,2.95,7.37148929521428,19.9192283332913,1.62012388710853,3.27,3.72,4.12,4.12,4.86
715631,6.91573481000525,14.406424798538,17.9415502283007,84.9159,5.1,5.14265648453431,40.3,5.54273502755329,3.60902527674583,7.31709584174158,0.670620030493474,2.84,7.31188616407716,17.93880094862,-0.852424116824846,3.33,3.96,4.35,4.31,4.96
715662,3.72292314263021,4.44994329470312,1.366728277657,84.7686,5,2.93198940986912,40.2,0,-3.60902527674583,3.64188443418509,3.42177271276007,3.21,7.31521838975297,-10.3968766816056,-0.853030069686866,3.52,4.07,4.5,4.34,5.04
715692,-0.707051775908596,-4.11224806241943,-29.085386911061,82.9798,5.1,2.74643093322311,39.9,0,-3.61991224731089,-10.9589802759267,2.52287997948848,3.2,7.34407285057307,46.695311084185,-0.341381887725944,3.82,4.39,4.58,4.4,5.08
715723,-6.76387321558778,7.20399391966993,-41.3565778314778,79.4676,5.2,-10.4835462366914,40,0,-3.63086509984463,-11.0599861259093,1.70365140803188,3.38,7.26542972325395,-6.8491037032377,-0.939301264781278,3.87,4.42,4.57,4.43,5.09
715754,0.865629733564433,12.0221409609503,-1.44940894046233,79.0489,5.5,2.06811335891928,40,0,14.4580062194091,18.3770819676509,3.1786139877676,4.04,7.33953769540767,-48.4393800726178,-2.47986976305263,4.7,5,4.9,4.68,5.18
715784,1.53607474208393,-8.20208244466514,-8.74970339223236,78.1537,5.7,-1.57324016315954,39.6,0,-10.8271411195645,10.8926617813406,2.87566575909803,4.05,7.2115567333138,-1.05217016824106,1.11229954487859,4.53,4.8,4.72,4.53,5.28
715815,9.11381685371175,-0.53541551362315,7.29314375071048,78.5051,5.8,6.19113082585514,39.6,0,-3.63086509984463,25.0381661567536,0.736241510302449,4.15,7.25559127425367,4.83236230375255,-1.54038174119941,4.54,4.81,4.75,4.53,5.26
715845,12.2335906241243,-1.33958486784707,71.981205046866,83.5682,5.3,12.0214718635509,40,16.4762313742826,0,-7.10061243370603,1.3976156298348,4.49,7.37838371299671,37.7707678737192,-1.84249558612475,4.85,5.14,5.01,4.69,5.28
