199001,7.949798333
199002,7.797503471
199003,7.950956348
199004,8.136328768
199005,7.772789909
199006,7.668509364
199007,7.530426219
199008,7.554749018
199009,7.510451732
199010,7.338989995
199011,7.190736581
199012,6.757633871
199101,6.389955334
199102,6.103595166
199103,5.759428578
199104,5.560572749
199105,5.542755888
199106,5.529204234
199107,5.454525394
199108,5.208548947
199109,5.0170615
199110,4.796980944
199111,4.407385474
199112,3.748037482
199201,3.596534932
199202,3.533620335
199203,3.529291962
199204,3.266772467
199205,3.287771978
199206,3.419798604
199207,3.1008882
199208,3.081457066
199209,2.849500752
199210,2.948399432
199211,2.983053172
199212,2.757577133
199301,2.815827053
199302,2.870448203
199303,2.925477767
199304,2.912260328
199305,3.101410992
199306,3.136629327
199307,3.081037589
199308,3.086179623
199309,3.037644636
199310,3.111371451
199311,3.134685185
199312,3.127446109
199401,3.045331511
199402,3.428679231
199403,3.687515933
199404,4.065858095
199405,4.431783116
199406,4.683781226
199407,4.701363877
199408,4.742931629
199409,5.076840641
199410,5.272494696
199411,5.966025823
199412,7.116965918
199501,6.318976123
199502,5.990823707
199503,5.999391873
199504,5.927355612
199505,5.79438635
199506,5.67747201
199507,5.539711656
199508,5.492497886
199509,5.541904511
199510,5.49329901
199511,5.421266203
199512,5.332461345
199601,5.025643757
199602,5.047413682
199603,5.151580361
199604,5.187791645
199605,5.151295131
199606,5.264909489
199607,5.385405617
199608,5.279061333
199609,5.293657602
199610,5.21158787
199611,5.19788132
199612,5.22491331
199701,5.225783096
199702,5.274409192
199703,5.491629839
199704,5.458331771
199705,5.354305512
199706,5.324700415
199707,5.347401142
199708,5.401154316
199709,5.529254713
199710,5.379100416
199711,5.458878691
199712,5.423305039
199801,5.359936149
199802,5.408325808
199803,5.366703993
199804,5.331435162
199805,5.412042635
199806,5.294165049
199807,5.231623202
199808,5.129850371
199809,4.847670917
199810,4.733588585
199811,4.735287441
199812,4.693058144
199901,4.758663892
199902,4.846954577
199903,4.729021026
199904,4.74413017
199905,4.741674085
199906,4.926389087
199907,4.934898554
199908,5.185065368
199909,5.172663769
199910,5.314920684
199911,5.589182061
199912,5.826367953
200001,5.851752036
200002,5.849661457
200003,6.063026298
200004,6.162800907
200005,6.623019905
200006,6.460700694
200007,6.40821255
200008,6.389244609
200009,6.520552315
200010,6.646752099
200011,6.43569011
200012,5.988954305
200101,5.042857607
200102,4.761966604
200103,4.295160606
200104,3.828809841
200105,3.227612753
200106,3.272158314
200107,3.045688102
200108,2.832883985
200109,2.172959627
200110,1.574752388
200111,1.133218821
200112,0.674666983
200201,0.953370119
200202,0.967124991
200203,1.397097004
200204,0.932365917
200205,1.121632831
200206,1.02043058
200207,1.146547181
200208,1.429802234
200209,1.585054164
200210,1.443558185
200211,1.143420559
200212,1.124579305
200301,1.016596003
200302,1.155716796
200303,1.058940857
200304,1.012946033
200305,1.27863508
200306,1.100385919
200307,0.937336726
200308,0.735197156
200309,0.855586469
200310,0.83359613
200311,0.874236414
200312,0.740095505
200401,0.752991181
200402,0.746520514
200403,0.907943658
200404,0.869264847
200405,1.067755461
200406,1.324804051
200407,1.438309423
200408,1.626595493
200409,1.926455934
200410,2.080822269
200411,2.353133805
200412,2.534879939
200501,2.678211706
200502,2.839358161
200503,2.963444046
200504,3.076763411
200505,3.145371872
200506,3.317394599
200507,3.576478216
200508,3.63162502
200509,4.137866949
200510,4.200079006
200511,4.325790536
200512,4.362988749
200601,4.534623804
200602,4.604232859
200603,4.765900614
200604,4.912221779
200605,5.065070746
200606,5.262575237
200607,5.225841574
200608,5.203603073
200609,5.154019195
200610,5.1526349
200611,5.128251804
200612,5.168082651
200701,5.142853094
200702,5.133778464
200703,5.175418572
200704,5.218030892
200705,5.101846207
200706,5.006769964
200707,5.020658647
200708,4.637870944
200709,4.291435514
200710,4.292607374
200711,3.687703349
200712,3.698654342
200801,2.655856103
200802,2.13786591
200803,1.874528626
200804,1.812423398
200805,1.95643709
200806,2.054012074
200807,2.052309765
200808,2.126082808
200809,1.911304262
200810,1.83924343
200811,1.41995424
200812,0.649730964
200901,0.611179098
200902,0.876102516
200903,0.750245201
200904,0.4266285
200905,0.206639054
200906,0.021533679
200907,-0.117377576
200908,-0.282742694
200909,-0.406046108
200910,-0.474629614
200911,-0.610396798
200912,-0.153977592
201001,-0.447700339
201002,-0.54468785
201003,-0.476349444
201004,-0.466496
201005,-0.482831831
201006,-0.542088201
201007,-0.589675191
201008,-0.698543958
201009,-0.795698812
201010,-0.995158009
201011,-0.956014091
201012,-0.884818562
201101,-1.011230476
201102,-1.091306473
201103,-0.991459607
201104,-1.066277564
201105,-1.14043546
201106,-1.121865999
201107,-1.192269731
201108,-1.377129802
201109,-1.402458124
201110,-1.43724789
201111,-1.483538621
201112,-1.466437995
201201,-1.539785962
201202,-1.451687169
201203,-1.266089579
201204,-1.262019666
201205,-1.237225286
201206,-1.111066935
201207,-1.178774127
201208,-1.258669075
201209,-1.360464257
201210,-1.338975141
201211,-1.422846345
201212,-1.429900801
201301,-1.357628472
201302,-1.422478556
201303,-1.440589326
201304,-1.523675285
201305,-1.269020085
201306,-0.969520218
201307,-1.522271332
201308,-1.666404526
201309,-1.802347805
201310,-1.852104774
201311,-1.99894111
201312,-2.133235027
201401,-2.376123278
201402,-2.54228501
201403,-2.624386887
201404,-2.891785821
201405,-2.985642686
201406,-2.88858154
201407,-2.836697391
201408,-2.89256163
201409,-2.805138911
201410,-2.801709471
201411,-2.768344319
201412,-2.420747928
201501,-2.268755008
201502,-1.973647789
201503,-1.808445075
201504,-1.594953161
201505,-1.433637114
201506,-1.402027994
201507,-1.288219506
201508,-0.920617426
201509,-0.742078595
201510,-0.532405066
201511,-0.00499965
201512,0.257343933
201601,0.401942968
201602,0.525883588
201603,0.506534787
201604,0.407831709
201605,0.484172489
201606,0.417986942
201607,0.470311804
201608,0.44985548
201609,0.510288419
201610,0.522724628
201611,0.4292559
201612,0.422156164
201701,0.3791602
201702,0.391065588
201703,0.636018155
201704,0.846359595
201705,1.029010671
201706,1.056183292
201707,1.079669606
201708,1.106300201
201709,1.10453559
201710,1.156566976
201711,1.283581415
201712,1.40846047
201801,1.399485364
201802,1.546020686
201803,1.646319034
201804,1.705115737
201805,1.769170334
201806,1.890022493
201807,1.918671457
201808,2.010714079
201809,2.165418118
201810,2.29952411
201811,2.403006906
201812,2.530868834
201901,2.494002952
201902,2.455418962
201903,2.40345582
201904,2.408730447
201905,2.414468224
201906,2.185719702
201907,2.172024415
201908,2.020460758
201909,1.958368142
201910,1.655518738
201911,1.638591043
201912,1.608781138
202001,1.628595281
202002,1.413811051
202003,0.691363937
202004,0.497377728
202005,0.479820932
202006,0.403812324
202007,0.252578368
202008,0.260382931
202009,0.07907256
202010,0.17197914
202011,-0.226622155
202012,-0.287665703
202101,-0.415645088
202102,-0.479678779
202103,-1.561513883
202104,-1.799752981
202105,-1.99830062
202106,-1.826687255
202107,-1.889870605
202108,-1.796457408
202109,-1.80964931
202110,-1.702101473
202111,-1.849794764
202112,-1.154818512
202201,-0.197424791
202202,0.206380645
