dates,EXCESSBONDPREMIUM
725797,0.457285939141725
725828,-0.272305961009505
725858,0.184818121458665
725889,0.171891875146331
725919,0.254936809833759
725950,0.27370196900713
725981,0.247002311253042
726011,-0.651956743233735
726042,0.253036217113642
726072,-0.00334509024753559
726103,-0.138011431388389
726134,0.202374318300233
726163,-0.0690621249741621
726194,-0.000420379749374256
726224,0.0771865343456866
726255,0.177832530478834
726285,-0.107652187261578
726316,0.10994979816112
726347,0.272807497093085
726377,0.426009278168623
726408,0.294296565171486
726438,0.436944133565285
726469,0.456473438820885
726500,0.300864959044777
726528,0.530647547079673
726559,0.632038036625457
726589,0.448748781430549
726620,0.718376582017412
726650,0.949990814391294
726681,0.702789744296864
726712,0.698628637387023
726742,0.609164409103838
726773,0.673441327968754
726803,0.580994698400735
726834,0.318130571282222
726865,0.429063280911715
726893,0.460477332507873
726924,0.204966782572298
726954,0.0993460192381212
726985,0.150630512814609
727015,0.0740361868227251
727046,-0.195882661402387
727077,0.00121415472948971
727107,0.230095235395885
727138,0.307550613432464
727168,0.409368821410993
727199,0.446434966731969
727230,0.344130480692599
727258,0.2771156810504
727289,0.233122605867105
727319,0.214544901329126
727350,0.118948930517278
727380,0.228745103121624
727411,0.166622399325348
727442,0.185139690221436
727472,0.185868440764195
727503,0.186879445376757
727533,0.221418208784586
727564,0.0805248950003079
727595,0.115323570832652
727624,0.0587603054485635
727655,0.0530748393100358
727685,0.0161115865526891
727716,-0.00451470274632082
727746,-0.0754461027272728
727777,0.101445759729047
727808,0.189939653024787
727838,0.132900028802058
727869,0.0680244544070996
727899,0.132128447082559
727930,0.0773594205899792
727961,0.0436676087295511
727989,0.0131758844957686
728020,0.0393605228761831
728050,0.0114439702324203
728081,-0.0688415073309472
728111,-0.0716978906300001
728142,-0.0396102331056451
728173,0.0143972535042816
728203,-0.026488190857495
728234,-0.145278001471179
728264,-0.155626036664622
728295,-0.239099811915873
728326,-0.447729636421294
728354,-0.32656322682314
728385,-0.277158170739329
728415,-0.280755434607689
728446,-0.32775450214314
728476,-0.31197940396816
728507,-0.257729360091043
728538,-0.404783255638699
728568,-0.301269814130104
728599,-0.265914010175776
728629,-0.189224012688175
728660,-0.237091486132593
728691,-0.292848059782583
728719,-0.30282767459619
728750,-0.246479021334781
728780,-0.341026187032171
728811,-0.153240892375813
728841,-0.327690508740213
728872,-0.197498672111342
728903,-0.176104083688427
728933,-0.128681302116634
728964,-0.0522593631710271
728994,-0.0589964280558095
729025,-0.104692075591524
729056,-0.325625859777768
729085,-0.348047998503296
729116,-0.297798070571908
729146,-0.328629694315179
729177,-0.282532163402686
729207,-0.335905881316735
729238,-0.36802657221369
729269,-0.389884141415241
729299,-0.321930429636241
729330,-0.292853027122347
729360,-0.395812663491052
729391,-0.326384566124569
729422,-0.474186497401678
729450,-0.50263057304419
729481,-0.458139602520623
729511,-0.454179045096504
729542,-0.56018048734681
729572,-0.532363447637623
729603,-0.489270369301035
729634,-0.579131878297296
729664,-0.430592573124625
729695,-0.348182194558409
729725,-0.394095874603876
729756,-0.35113656145811
729787,-0.349608552761228
729815,-0.401354130127825
729846,-0.429883136674513
729876,-0.389050100880755
729907,-0.354914309805111
729937,-0.315072227608112
729968,0.093204946998868
729999,0.0601477532430263
730029,0.199607317357711
730060,0.175335139779879
730090,0.0464405227349205
730121,0.0533230151593964
730152,-0.192927750411436
730180,-0.178203716164097
730211,-0.219784954173029
730241,-0.215016600527567
730272,-0.155376484051533
730302,-0.105102768853716
730333,-0.0395770810172122
730364,0.0806833386647829
730394,0.10342235326806
730425,0.0602723912327716
730455,-0.164917698881245
730486,0.0279210262970717
730517,0.102909729322585
730546,0.366928049163579
730577,0.524523121862699
730607,0.706520717738905
730638,0.747032068765536
730668,0.828079154797264
730699,1.00792474301138
730730,1.10091988551997
730760,1.51172415714045
730791,1.5726699735995
730821,1.57356551786933
730852,1.15223141688753
730883,1.13881341000513
730911,1.07149253894438
730942,0.887249774192366
730972,0.750098510830107
731003,0.987864158601245
731033,0.749650361125189
731064,0.756800374407802
731095,1.19418704463466
731125,1.02690853201581
731156,-0.12483615185387
731186,0.390033466927079
731217,0.577893718675575
731248,0.748858696066082
731276,0.257141706235864
731307,0.380282009158682
731337,0.477237160315855
731368,0.917554601398936
731398,1.51354933876568
731429,1.42923456366232
731460,1.58732276789573
731490,1.40147980480038
731521,1.00253206650479
731551,0.867999210027924
731582,0.839701767650328
731613,0.61287281653001
731641,0.104588256993785
731672,0.0192461779490478
731702,-0.530354006493369
731733,-0.423193034751881
731763,-1.09625563853662
731794,-0.216966594263715
731825,-0.580143893311896
731855,-0.538243219446587
731886,-0.573738871159712
731916,-0.542404284295893
731947,-0.720538567672713
731978,-0.356803757246077
732007,-0.545755471068998
732038,-0.767780093370397
732068,-0.383156907918768
732099,-0.397296390883086
732129,-0.333423151171244
732160,-0.417341248871355
732191,-0.562383337273974
732221,-0.530515662464782
732252,-0.685691732625937
732282,-0.733399424338993
732313,-0.697646790028253
732344,-0.953099726044364
732372,-0.658919940749519
732403,-0.407338453232918
732433,-0.32809341375312
732464,-0.476789937032976
732494,-0.57832481271673
732525,-0.552850443498331
732556,-0.487032336415365
732586,-0.330200574900443
732617,-0.334625052427359
732647,-0.295048830232623
732678,-0.356184143794498
732709,-0.337578712487039
732737,-0.42364106016613
732768,-0.466138543969033
732798,-0.367784499520297
732829,-0.384946074926459
732859,-0.290304919460334
732890,-0.300348418509448
732921,-0.374612231613628
732951,-0.39174338094433
732982,-0.376800694539705
733012,-0.499293233759583
733043,-0.551621832049788
733074,-0.567577738060736
733102,-0.382045920907854
733133,-0.384048381764407
733163,-0.605091279040913
733194,-0.389950759668658
733224,0.0108832522801463
733255,0.142410181852676
733286,0.0615447720383875
733316,-0.0128688886824393
733347,0.32083887506803
733377,0.475464345391616
733408,0.710855259857894
733439,0.913135216598902
733468,1.13276521243614
733499,0.65131781065601
733529,0.661843798115568
733560,0.799710876460706
733590,1.05973507752767
733621,1.23980666656987
733652,1.77936240009915
733682,3.46609100724617
733713,3.18048067750204
733743,3.34593478333718
733774,2.81295549628666
733805,3.18608784685487
733833,2.72919216673685
733864,2.23156732933969
733894,1.35817493093411
733925,0.927242604965329
733955,0.32242388915508
733986,0.0850147613301409
734017,0.0433111934578121
734047,-0.139373278232605
734078,-0.0314186701830534
734108,-0.488438487753688
734139,-0.201908092609457
734170,-0.0156969532027476
734198,-0.174945007946611
734229,-0.290904155451269
734259,-0.148509657850465
734290,0.0206446474659661
734320,0.149105407201482
734351,-0.302516550493789
734382,-0.035007573177412
734412,-0.0269904218196451
734443,-0.16636578634509
734473,-0.432362637937453
734504,-0.0315161001814106
734535,-0.292395577170244
734563,-0.332967801338663
734594,-0.285617662621429
734624,-0.162523154531052
734655,-0.0372252317220099
734685,-0.086673731199435
734716,-0.120637313485075
734747,0.414140662167855
734777,-0.11670056070705
734808,0.479216933805496
734838,0.252989254593553
734869,0.155690444150884
734900,0.0288755559641749
734929,-0.372899865218375
734960,-0.198601398683131
734990,-0.113820311403339
735021,0.134748295390904
735051,-0.0377068454393581
735082,-0.222285597357344
735113,-0.177069873458795
735143,-0.198448093102698
735174,-0.072455372600754
735204,-0.18669492579079
735235,-0.111259690357533
735266,-0.055753111123483
735294,-0.123289506565929
735325,-0.151089303636662
735355,-0.521090778593551
735386,-0.375230807907987
735416,-0.0293561330543226
735447,-0.122482033452033
735478,-0.153067737857441
735508,-0.0451630359645128
735539,-0.0172414578548277
735569,-0.163882272045363
735600,-0.320354412551741
735631,-0.226111275418241
735659,-0.292604904223138
735690,-0.373932564737538
735720,-0.38805262278698
735751,-0.320241651003738
735781,-0.327829348906974
735812,-0.310490096958877
735843,-0.222805685838098
735873,-0.214581609415525
735904,0.0514404569129381
735934,0.0829634941548667
735965,-0.0430456192479731
735996,-0.294898294814486
736024,-0.137120152520811
736055,-0.00139553894684008
736085,0.0466830806480845
736116,0.144257301485472
736146,0.205153711593799
736177,0.403160579303695
736208,0.5327927289412
736238,0.424866172520797
736269,0.506138383109432
736299,0.686011851816283
736330,0.918536634248861
736361,0.943050326641699
736390,0.568705903063405
736421,0.223235194541378
736451,0.236578059066827
736482,0.0421873898994858
736512,-0.0087511432575047
736543,-0.0168023241351714
736574,-0.0834301768028443
736604,-0.0740499670498451
736635,-0.743092121664104
736665,-0.246487154620527
736696,-0.192937919498561
736727,-0.189397602917271
736755,-0.180179055559635
736786,-0.130904732920169
736816,-0.180915659446655
736847,-0.137878118237855
736877,-0.16397252630987
736908,-0.0742495615465124
736939,-0.270131797308805
736969,-0.21698099185429
737000,-0.146263284050905
737030,-0.205295322487352
737061,-0.402271045841505
737092,-0.251332565068552
737120,-0.113871896671367
737151,-0.293519090757302
737181,-0.205746311310888
737212,0.017470721633323
737242,-0.138432003861733
737273,-0.0922694381764924
737304,-0.185195454238665
737334,-0.00402470984614411
737365,0.133264492734156
737395,0.331270861149395
737426,0.165622648125235
737457,0.0512958714800273
737485,-0.141092403614926
737516,-0.0224073781751259
737546,-0.0375024999474078
737577,-0.0110682687466632
737607,-0.0619887810992554
737638,-0.173235692913453
737669,-0.260376501330505
737699,-0.246667923996177
737730,-0.198626706788049
737760,-0.307856499721235
737791,-0.269686203357735
737822,-0.179175255604815
737851,1.19914173625293
737882,0.649065637747564
737912,0.391174232220191
737943,0.0373551966296675
737973,-0.175918402262293
738004,-0.284953014526358
738035,-0.00940465159223702
738065,-0.209881265055665
738096,-0.477921374952774
738126,-0.511002023303758
738157,-0.660653418221229
738188,-0.9534123815959
738216,-0.750770334165177
738247,-0.494327499247858
738277,-0.430636122193146
738308,-0.587929653483723
738338,-0.558768707984686
738369,-0.466460693990972
738400,-0.646236901154445
738430,-0.512666890069301
738461,-0.444197661517619
738491,-0.437951572522564
738522,-0.335843032300082
738553,-0.206182797181135
738581,-0.819990299000912
738612,-0.291343620652558
738642,-0.112670275607163
738673,0.0827584064883971
738703,0.00381412928592017
738734,-0.0223123417147124
